-9.17474	3.8279	0.326594	3.86874e-09	404.732
7.81408	9.58246	0.735629	2.08431e-09	224.189
-5.29901	-2.6431	0.828085	2.24617e-09	226.531
3.46876	-0.616994	0.941343	3.89491e-10	41.6929
5.98987	-3.22908	0.961873	2.12908e-09	219.643
9.63608	8.49145	0.0350088	2.92342e-09	307.65
6.3508	0.988469	0.864042	2.11651e-09	213.614
3.99705	-3.56842	0.778128	1.0227e-08	1044.77
7.17066	8.89892	0.483971	1.93006e-09	198.792
-1.16244	5.42912	0.657074	5.79536e-10	57.6428
1.76771	-8.93235	0.802443	3.92085e-09	399.61
7.59809	6.75166	0.260244	4.07023e-10	44.0093
6.13877	0.643095	0.377806	2.96299e-09	300.744
0.425763	-0.608264	0.638986	1.12629e-09	118.78
3.66524	3.26293	0.76817	5.4187e-09	551.266
-4.20827	8.36377	0.836976	4.86497e-09	498.215
8.46072	-8.09404	0.875317	7.34895e-09	740.698
8.26859	-3.83405	0.295084	8.82141e-10	91.7846
-1.05556	1.68446	0.349434	5.07493e-09	535.009
2.59815	0.379627	0.954057	3.81545e-09	383.87
-9.2319	8.69532	0.944899	3.27279e-09	334.307
0.970412	0.735596	0.721117	1.97035e-09	197.26
-7.21375	-4.58273	0.865382	5.71683e-09	594.509
4.16422	-0.673029	0.667337	2.561e-09	251.911
9.38644	-3.79137	0.692893	1.20835e-09	131.867
1.12582	9.11198	0.684445	1.6451e-09	165.207
1.89665	1.34406	0.559549	8.89269e-10	95.5657
8.50923	6.81289	0.687497	6.38844e-09	629.848
1.72328	-1.49808	0.723528	3.24291e-09	327.639
6.99469	3.15764	0.975943	4.37921e-09	435.291
8.45146	-5.31262	0.701934	1.76986e-09	177.755
7.56797	9.54239	0.278062	9.72071e-10	99.5465
5.83887	-5.03322	0.538095	3.48519e-09	341.993
1.38881	8.45238	0.597587	4.88834e-09	486.729
2.8951	7.46302	0.823037	1.38296e-09	131.943
-1.85696	-2.86615	0.638982	1.8922e-09	197.376
-3.84603	9.69462	0.50316	1.41201e-09	164.73
6.20765	-1.73253	0.222499	1.14065e-08	1169.93
-2.04528	-0.0962814	0.482632	9.61877e-09	993.543
7.07679	8.74283	0.827475	3.60339e-09	373.962
9.20976	-7.91984	0.955794	7.89422e-09	821.593
-5.85625	-6.71559	0.252783	3.89541e-09	413.817
7.30794	-4.24054	0.456329	1.63189e-09	163.828
-3.62207	7.46481	0.295909	2.34832e-09	247.8
-6.32733	3.35031	0.00504161	2.7895e-09	271.739
-4.5026	8.22669	0.700866	1.76657e-09	183.42
2.36847	-0.292239	0.862326	2.28209e-09	233.614
9.93578	-3.98652	0.43007	2.50981e-09	253.529
-0.720918	1.90658	0.0712658	2.07327e-09	212.744
2.62562	-6.75739	0.663419	4.97009e-09	505.288
5.06022	3.92613	0.447419	9.02691e-10	96.289
7.06918	4.15387	0.945968	3.31387e-09	351.404
-7.46678	-4.06032	0.92229	3.20121e-09	335.903
9.23555	-3.29561	0.9619	1.21533e-09	120.877
0.842455	-0.382497	0.513786	1.09648e-09	123.814
-3.77592	2.38561	0.667518	2.1492e-09	230.196
9.82082	4.02748	0.591722	1.55299e-09	156.941
-2.78719	5.16517	0.474574	4.12662e-09	423.115
8.84453	-1.91922	0.154491	1.4476e-09	149.558
7.71872	1.52479	0.38058	8.27437e-10	81.6368
8.15575	-5.05649	0.590067	1.25785e-09	135.288
4.11522	-4.03069	0.775883	6.33282e-09	660
6.11913	8.43807	0.645835	8.18705e-09	831.567
-6.59592	6.44827	0.848664	5.07545e-09	513.018
5.80112	5.65593	0.00930522	2.43118e-09	249.953
-2.96032	0.123849	0.973994	2.96956e-09	305.063
-5.77212	6.96397	0.155349	7.47034e-09	740.405
4.24671	8.16754	0.882992	8.33782e-10	77.4212
4.4627	6.83973	0.822961	9.26547e-10	102.854
-4.77238	4.45206	0.78343	5.70203e-09	584.269
6.51026	9.53937	0.0373938	2.7414e-09	306.523
2.08755	0.104231	0.886135	1.47159e-09	142.482
0.0235492	-4.91809	0.682573	2.86286e-09	287.522
8.65094	-2.56283	0.530357	3.35205e-09	340.94
-0.448575	1.71592	0.780546	1.59403e-09	154.68
1.52868	0.269791	0.969485	2.61448e-09	272.991
8.82795	0.130147	0.989942	4.22936e-09	437.206
9.79603	4.31874	0.248625	8.42176e-09	876.892
5.02451	-0.611231	0.129116	3.58643e-09	371.636
1.05629	-9.96836	0.52435	6.35654e-09	672.698
-4.32478	-9.64326	0.799163	3.86977e-09	396.667
7.64631	3.23816	0.754521	1.88127e-09	206.063
-9.54082	6.35896	0.944766	3.3594e-09	344.537
5.71388	2.14503	0.913749	1.47183e-09	157.931
-8.3891	-4.30447	0.825731	1.02984e-08	1044.82
6.47638	0.175927	0.696288	1.10812e-08	1147.48
-3.91987	3.54118	0.853171	2.59735e-09	261.473
8.70117	2.65687	0.57267	6.06099e-10	65.2426
5.55852	4.53874	0.529138	5.44969e-09	553.113
4.68222	6.32514	0.841215	8.85043e-09	918.415
-0.132959	-5.5005	0.0336612	4.73236e-09	485.178
3.93119	-0.623783	0.638918	3.46247e-09	359.851
7.07542	8.9088	0.192355	8.16392e-09	824.194
1.33379	7.86379	0.449805	2.09788e-09	225.314
-3.75269	-9.10171	0.908606	1.18174e-09	122.483
9.98448	1.50797	0.854399	1.81283e-09	197.571
7.71685	5.61291	0.71372	3.98421e-09	407.247
-7.17952	-0.757369	0.704558	6.3375e-09	641.707
9.63857	-9.91014	0.990908	1.65684e-08	1687.01
6.07055	8.25392	0.0640833	6.08253e-10	61.731
7.32285	6.29006	0.0664451	2.20394e-09	223.938
-1.58386	-0.672693	0.974168	3.53928e-09	382.144
3.91214	4.88027	0.393438	7.7456e-10	79.9316
-7.1442	6.29465	0.203867	4.25383e-09	446.674
5.85381	9.76003	0.818428	4.28206e-09	417.268
6.71611	6.9629	0.640862	8.94484e-09	929.199
-5.51994	0.158924	0.75823	5.86363e-09	607.737
6.10599	3.1803	0.60409	7.07796e-09	714.093
6.93342	3.84226	0.562887	5.38432e-09	544.072
-2.30115	-2.65998	0.952152	2.22244e-09	227.809
-1.02185	-0.502574	0.0684155	2.97129e-09	297.281
2.32476	3.89463	0.783474	8.27393e-10	97.0611
-6.13848	6.63218	0.282822	1.44646e-09	155.373
7.29934	2.30244	0.962301	4.80008e-09	482.591
-1.03543	-2.72915	0.480101	3.11736e-09	314.527
-0.0205228	-1.05652	0.825634	1.588e-09	162.398
0.52488	-0.319973	0.591388	1.76567e-09	187.374
1.05859	3.78333	0.474579	1.74611e-09	178.382
7.17337	1.4406	0.591923	1.54151e-09	158.612
-5.8828	-1.70152	0.492794	6.81089e-09	722.64
9.66274	3.08789	0.500487	1.10628e-09	114.867
3.65698	8.91506	0.0710934	4.30525e-09	441.573
7.17507	6.33657	0.461796	3.3613e-09	343.088
-7.57181	2.63819	0.653878	4.9692e-09	510.418
8.80989	-7.03579	0.467823	2.8097e-09	288.747
-4.69513	8.05595	0.764737	2.76232e-09	282.712
8.60957	5.02767	0.95391	1.78801e-09	180.135
6.68809	1.68035	0.687561	9.37347e-10	97.4145
8.67906	1.93457	0.545874	8.49917e-10	84.0346
4.93701	-3.4076	0.929861	1.77655e-09	185.089
7.57047	-5.44568	0.825967	2.63594e-09	263.712
0.0599937	1.94561	0.368856	5.9885e-10	67.2175
-1.95435	-9.16923	0.915503	4.30331e-09	448.164
-4.18847	-2.07467	0.495717	6.58942e-09	676.368
-4.64188	-5.61195	0.827982	1.54227e-09	164.855
9.99971	-2.09866	0.251101	3.98561e-09	389.197
-7.39309	4.44592	0.69766	1.27636e-08	1288.07
6.61168	2.99581	0.695584	6.005e-09	620.175
6.99103	2.01246	0.290339	1.14518e-09	116.78
8.53156	-3.62602	0.859732	1.21717e-09	119.171
8.74926	-0.583155	0.296051	6.80127e-09	677.183
0.168259	1.80546	0.499321	1.94848e-09	192.951
7.86547	7.42359	0.586166	5.02916e-10	51.0043
5.30051	4.82604	0.0708466	1.39482e-09	143.234
4.95921	7.15065	0.653266	4.78487e-09	504.684
-7.00034	3.01643	0.833866	1.63718e-09	172.036
7.29958	-3.86642	0.912622	2.41643e-09	257.158
7.72355	-1.09438	0.323288	7.11504e-09	742.016
-0.65274	0.66397	0.993056	3.89687e-09	409.097
-1.71023	6.58002	0.967085	4.89049e-09	497.484
5.05368	-9.01596	0.64537	5.24489e-09	560.621
3.48772	7.30213	0.462491	1.1536e-09	118.274
8.35438	5.77867	0.924018	2.42076e-09	231.808
1.98632	6.52248	0.814552	2.10048e-09	216.449
-0.477738	6.44587	0.880283	7.14764e-10	76.9409
1.19182	0.942435	0.770838	1.78262e-09	195.408
7.61703	-5.92123	0.757598	3.20431e-09	328.957
6.05744	-9.08955	0.751131	8.57767e-09	882.308
7.66218	7.14126	0.913511	1.17068e-09	124.039
7.33075	4.93033	0.240767	9.17733e-10	99.0977
8.58084	6.33132	0.516827	6.66954e-10	64.7125
7.07505	-3.16308	0.991691	6.60474e-09	668.222
